x,score,lower_bound,upper_bound
0.0,0.5791447849299936,0.4542018092884602,0.7040877605715269
0.0001980988064570928,0.479106029964024,0.3552457288588811,0.6029663310691669
0.007314196844653724,0.3593655408010295,0.25618312794080284,0.4625479536612562
0.012594686768789868,0.23633635695816738,0.1198993478167593,0.35277336609957544
0.0193686560888952,0.13589166086919174,0.004847583820618451,0.26693573791776504
0.028101592166937122,0.04889487593668514,-0.07126769434397605,0.1690574462173463
0.03775158167691884,-0.07134028234855297,-0.19212175846722815,0.04944119377012221
0.04467928409576416,-0.2454837996336794,-0.3605489285909452,-0.1304186706764136
0.057822680598452574,-0.40217386425180424,-0.5386088847121133,-0.2657388437914951
0.06675034306920997,-0.5374316767045181,-0.6667781881812387,-0.4080851652277975
0.0860547348132781,-0.6054827872290965,-0.7362240428534945,-0.4747415316046985
0.10102696839308495,-0.6093545018543409,-0.7376804386026448,-0.4810285651060371
0.1099763155264453,-0.6014839283913991,-0.7214533117289734,-0.48151454505382474
0.11813475576208926,-0.6005086379755317,-0.7247499484393829,-0.47626732751168044
0.13378711612606187,-0.6568241753629215,-0.7868978365227721,-0.5267505142030708
0.14683295816286554,-0.6677249956045719,-0.7964303072255579,-0.5390196839835859
0.1635572986064241,-0.6531419900600669,-0.7800011532301165,-0.5262828268900173
0.17234121034185265,-0.6600593086593691,-0.7905602251530708,-0.5295583921656675
0.18663534188727487,-0.6568515283932601,-0.7807379112832307,-0.5329651455032896
0.19634611859508597,-0.6608341339476135,-0.7889322861615109,-0.5327359817337161
0.21058156673554718,-0.6565076429146298,-0.777949004595631,-0.5350662812336286
0.2211752413693682,-0.6596556425303548,-0.7764927312066207,-0.542818553854089
0.23417094662003057,-0.6867845997960468,-0.8058584256178711,-0.5677107739742224
0.2523411051158178,-0.676177345023328,-0.790053535275639,-0.562301154771017
0.26497695288744577,-0.6800488447156056,-0.7919401310024706,-0.5681575584287405
0.2761725451669787,-0.667994088671193,-0.7729864820477207,-0.5630016952946654
0.28570254875190126,-0.6757989166966479,-0.7856885939667981,-0.5659092394264977
0.2966751903295517,-0.7146487795707835,-0.8222902737987422,-0.6070072853428249
0.30649621870119814,-1.0693999272208807,-1.2057702117037425,-0.933029642738019
0.31697919906171135,-1.0793243771088918,-1.2096950768273063,-0.9489536773904773
0.32879283553354305,-1.048239201229324,-1.1879005579640098,-0.9085778444946382
0.3405626267194748,-1.030613998317437,-1.1628694851331038,-0.89835851150177
0.35230622817365964,-0.9768460435485308,-1.095274173059665,-0.8584179140373965
0.3634265768999486,-0.9114650507822658,-1.0350616099754328,-0.7878684915890988
0.37281624782425216,-0.88359765981316,-1.0080584158059127,-0.7591369038204072
0.39079088559389086,-0.861832112017783,-0.9813621389021197,-0.7423020851334463
0.40776140423387386,-0.8310804007987438,-0.9510311175076757,-0.7111296840898119
0.4272066873968995,-0.8239359077932616,-0.9434763919919182,-0.704395423594605
0.4417299218453853,-0.7940164970181804,-0.9041256340211222,-0.6839073600152387
0.45883777590129343,-0.7788873041647184,-0.8791759727263212,-0.6785986356031156
0.46883097151605724,-0.7861863773337406,-0.9083830351900715,-0.6639897194774098
0.4861393710140408,-0.7874413030599742,-0.9097982211022795,-0.6650843850176689
0.5015315277966682,-1.1165169722102086,-1.346755793256465,-0.886278151163952
0.5127432690968153,-1.1243374201096332,-1.344070698540355,-0.9046041416789115
0.5323623005533067,-1.1027196730874553,-1.3358883431529194,-0.8695510030219912
0.5509568154811859,-1.040855735723138,-1.2662922731635513,-0.8154191982827248
0.565171307985904,-0.9375898188548696,-1.1774267329026982,-0.6977529048070409
0.5762861536656125,-0.8233047641537266,-1.0652393440995311,-0.581370184207922
0.5903430089845769,-0.6729683683922704,-0.959488339932066,-0.3864483968524748
0.5989566399967071,-0.5055503012268177,-0.7626422416499992,-0.24845836080363615
0.6174130222981711,-0.2904541014390412,-0.5323919764940644,-0.04851622638401798
0.6334788032982561,0.257098370616039,-0.08303344693256004,0.597230188164638
0.6481591463088989,0.43593680003662594,0.07727022514967308,0.7946033749235788
0.6673752482715094,0.6124110299587493,0.27740993835327027,0.9474121215642284
0.6955543215616731,0.6316065556464413,0.28947225249358766,0.973740858799295
0.7154084596039582,0.7056340912390268,0.3641204582582178,1.0471477242198357
0.7374793660997063,1.9755577328518272,1.1644145988440657,2.7867008668595887
0.7561122926793883,4.267432028132337,3.2781967617390615,5.256667294525612
0.7977668607387151,4.491557223824502,3.542186263206208,5.440928184442797
0.8274271400544064,4.7056059695545365,3.771763928161829,5.639448010947244
0.8596849895719976,4.888698034660701,3.987086208320308,5.790309861001093
0.9057184712481616,5.076848336584566,4.162458324313906,5.991238348855225
