x,score,lower_bound,upper_bound
0.0227272727272727,-1.9412137539184307,-2.149608666298258,-1.7328188415386034
0.022761763420209517,-1.7445497623306103,-1.9559765354789937,-1.533122989182227
0.02764003950431277,-1.6530332768731355,-1.8622505665709925,-1.4438159871752785
0.03095690823465812,-1.5403957054385953,-1.7477572372724726,-1.333034173604718
0.0378549540530199,-1.3914652396049783,-1.5707003451654395,-1.212230134044517
0.041522168676395355,-1.3076924588043866,-1.4882636787387262,-1.127121238870047
0.04863875497628381,-1.214029747600399,-1.4006580639450001,-1.0274014312557977
0.05453404848059153,-1.1367558176918333,-1.3195657177393818,-0.9539459176442848
0.05824884357941931,-1.0825988595336484,-1.261896535343446,-0.9033011837238509
0.06293426717568143,-1.001843071193124,-1.1785656235972957,-0.8251205187889525
0.06721029430627823,-0.9289268184198689,-1.1127545269045014,-0.7450991099352364
0.0691081375778092,-0.887222143121606,-1.072797138009029,-0.7016471482341827
0.07324004092448883,-0.8373940314620814,-1.01853513852062,-0.6562529244035427
0.07606095571256616,-0.7952882861725387,-0.9710960966770765,-0.6194804756680008
0.08068360388278961,-0.03620975575187602,-0.41966305069928295,0.3472435391955309
0.0839626970825815,-0.152976587890156,-0.33773898382061307,0.03178580804030104
0.08715801924496219,-0.11449495091254988,-0.3032430312541946,0.07425312942909482
0.09067936158813836,-0.031282954086758866,-0.20560928066719458,0.14304337249367688
0.09490145169738815,0.03958292616567215,-0.14676725954294484,0.22593311187428916
0.09942000879100193,0.11358978258806121,-0.06473964566676099,0.2919192108428834
0.10456521976579744,0.14452389729788065,-0.037274947065466774,0.3263227416612281
0.10941181286510668,0.1872053147082632,-0.00431532915013641,0.3787259585666628
0.11694011837244034,0.27041926207761374,0.13141315434081247,0.409425369814415
0.12387493252754211,0.3324530993335685,0.1952952593679424,0.46961093929919456
0.13786400122976766,0.42235004740423987,0.26742038000331947,0.5772797148051603
0.14342278242111206,0.4959801342525445,0.36564855369925975,0.6263117148058293
0.1506816082655263,0.5947417717385554,0.4831990114493676,0.7062845320277431
0.15722264939166658,0.6928747248454264,0.5886318608677441,0.7971175888231088
0.16350357957537265,0.77042924287328,0.647360369828436,0.8934981159181239
0.16922881454229355,0.8559252630752778,0.7022360379208402,1.0096144882297153
0.1770578052252998,0.9028517622909822,0.7536680976092308,1.0520354269727334
0.18603310734033585,0.9018213838086734,0.7521533032637586,1.0514894643535881
0.19861086457967758,0.8798797780501217,0.7335194144917543,1.0262401416084892
0.20347569397214005,0.8754697816981835,0.7368406690708907,1.014098894325476
0.21190624206496173,0.8813744096629892,0.73511666772653,1.0276321515994484
0.21719510643455,0.8751635104252282,0.7229848194955311,1.0273422013549254
0.22267752715829173,0.860262156643565,0.7111807093348829,1.0093436039522472
0.23381733027067964,0.9195127781177349,0.7798789760477824,1.0591465801876874
0.23918844840507475,0.9334062088129976,0.8030426250660566,1.0637697925599385
0.24555409660908623,0.9506277529788112,0.8235074783597114,1.077748027597911
0.25043935390952654,0.9390718770288826,0.805852484673826,1.0722912693839393
0.2551302185261295,0.9446384017249152,0.797956635863488,1.0913201675863424
0.26300574516477315,0.9923961089267632,0.8467771671772248,1.1380150506763016
0.2687265037382961,1.0833462913303578,0.877549626745971,1.2891429559147445
0.27275529819935207,1.0773782462283885,0.8761244174611204,1.2786320749956568
0.2784496131814618,1.0514334268211587,0.8576467568698942,1.2452200967724232
0.28769931030936313,1.0239095089906753,0.8371684127060754,1.2106506052752752
0.29328924787818045,0.9749177472834096,0.7786246417196295,1.1712108528471896
0.3039607563997262,0.9278472465455823,0.7385315091072974,1.117162983983867
0.3186916065653203,0.8668762872707115,0.6937158604462055,1.0400367140952176
0.33024062171937396,0.7710047191641721,0.5885621799460571,0.9534472583822872
0.3498288863255095,0.6459642731532902,0.47438110034799785,0.8175474459585825
0.37308111182309567,0.5086946802588508,0.36090932938593534,0.6564800311317662
0.40039834511525774,0.20501169957650656,0.06502311260459753,0.3450002865484156
0.47729454934597015,-0.3698901868331634,-0.5520628685063504,-0.1877175051599763
0.5387524252521549,-0.49155574893365406,-0.6819094913612842,-0.30120200650602386
0.5804723249634869,-0.54178873763806,-0.7305425025952442,-0.3530349726808758
0.6264366740338916,-0.556851009891532,-0.7362078230601694,-0.3774941967228947
0.748023949697846,-0.49917669885115645,-0.665799116670228,-0.33255428103208495
0.9094703307157732,-0.1928969889727118,-0.4016217534041736,0.015827775458750054
0.9345265397103621,-0.1651637119994284,-0.4361725146313129,0.10584509063245609
0.9759425436292173,-1.005365032399074,-1.7030994470160734,-0.30763061778207446
