x,score,lower_bound,upper_bound
0.0,2.6419909899880927,2.4200692639393524,2.863912716036833
0.015469809349314119,2.4762678262621214,2.245712110352402,2.7068235421718407
0.22076198910017908,2.048840271516772,1.7650734991646768,2.332607043868867
0.3013241529751573,1.854423432817128,1.5834105990776133,2.125436266556643
0.4564348654687401,1.6912776094855764,1.4041054963545025,1.9784497226166502
0.7180483172005718,1.5127624272030984,1.263697529947591,1.7618273244586058
0.943336009979248,-0.3441489750283486,-0.8605051862107143,0.172207236154017
1.125485683222946,-2.142240701975568,-2.431564803813225,-1.852916600137911
1.3456967581101726,-2.0432429257868954,-2.38715639009542,-1.6993294614783707
1.5471613111575606,-1.0042953502467473,-1.2387919885005225,-0.7697987119929721
1.85620513905437,-1.030962412367312,-1.2646026421734051,-0.7973221825612189
2.00831937789917,-0.8777226071524695,-0.9779464924319746,-0.7774987218729644
2.273642506757903,-0.9088657117545023,-1.0014489670709885,-0.8162824564380159
2.487872374311291,-0.9774048647464676,-1.082173695931467,-0.8726360335614682
2.996147649319218,-1.01380663626854,-1.1160595774774424,-0.9115536950596378
3.3478867213783876,-1.0746031243296637,-1.1743971827574602,-0.9748090659018672
3.8607401278749527,-1.0832330641541197,-1.1931180874312561,-0.9733480408769832
4.177881260647828,-1.0954550331114106,-1.2043622049014364,-0.9865478613213847
4.550957226986596,-1.1178012738398115,-1.2336273240815303,-1.0019752235980928
4.921806817951382,-1.1130326595501636,-1.2281276807236947,-0.9979376383766325
5.223058462142944,-1.0786080898160164,-1.1973074981158878,-0.9599086815161451
5.404781776746033,-1.0560580112992581,-1.1741379758127124,-0.9379780467858038
5.732541702306652,-0.9945545532061688,-1.1245136907347055,-0.8645954156776321
6.164586538888777,-0.9742318618006534,-1.097546328683191,-0.8509173949181157
6.429392315763172,-0.9156366782623504,-1.0305251413976355,-0.8007482151270654
6.778923824331173,-0.8801603824436505,-0.998698537939207,-0.7616222269480939
6.946911504649994,-0.6589562723613103,-0.7566607608307436,-0.5612517838918769
7.272336989773365,-0.5959319554354107,-0.6927336096418503,-0.4991303012289711
7.503405283956174,-0.5784618281572124,-0.6743177096557474,-0.4826059466586773
7.884944677352905,-0.5675102437636206,-0.6662213467125454,-0.4687991408146957
8.325939178466797,-0.5656669653525348,-0.6612047499593317,-0.47012918074573795
8.614347328932757,-0.573534002941196,-0.6712098522435122,-0.47585815363887995
9.029273509979248,-0.5911321896698414,-0.687576378899846,-0.4946880004398368
9.286536610690604,-0.5967587606525824,-0.6982605516626598,-0.495256969642505
9.719487273171646,-0.5870197714447276,-0.6888381870800051,-0.48520135580945006
10.039060976955842,-0.5757368064050914,-0.6787366397160425,-0.4727369730941403
10.32068817516011,-0.5025999442489881,-0.6025282133055918,-0.4026716751923844
10.690251534275472,-0.46083496868290147,-0.5667399687094241,-0.3549299686563789
11.025893140359717,-0.38700917904653165,-0.5030676198401333,-0.27095073825293003
11.423997318376994,-0.30804870394587475,-0.4128190235300152,-0.2032783843617343
11.740206816124434,-0.2774603704792272,-0.3660271078457518,-0.18889363311270263
12.206462956688938,-0.25139440456650064,-0.34114539353033235,-0.1616434156026689
12.702542854644241,-0.2331536597439074,-0.3249644645110702,-0.1413428549767446
13.28194312999024,-0.22632630122189717,-0.32223858841267805,-0.13041401403111633
13.861961196738653,-0.21569086924813308,-0.32830604848841416,-0.10307569000785197
14.31614945313104,-0.2171097316125705,-0.33933361584396726,-0.09488584738117375
14.620711060036736,-0.16721366893160677,-0.28279087057490027,-0.051636467288313295
15.213798780577653,-0.1347114394270959,-0.25896292870123766,-0.010459950152954131
15.77074396912478,-0.13825050182893445,-0.2593524859379255,-0.017148517719943412
16.512683461187066,-0.12789643213765842,-0.24128299292580396,-0.014509871349512884
17.18168206279836,-0.15463027312704186,-0.2584598503197787,-0.050800695934305
18.199297409568846,-0.1424189592695429,-0.24141983912094273,-0.04341807941814306
18.97125020026582,-0.14292267953444682,-0.24190892841334485,-0.04393643065554878
20.33133375326357,-0.1188648611454261,-0.21879015621272174,-0.01893956607813045
21.570030881369618,0.23250208015860832,0.06341053651094769,0.40159362380626895
22.583182070035985,0.2859598640404051,0.12146077758099319,0.450458950499817
23.298305364164662,0.4809472656299126,0.34122441231474254,0.6206701189450826
24.20957045875255,0.5043562452690684,0.35963599508764255,0.6490764954504943
25.23357385202837,0.47562094820411416,0.3311124009859292,0.6201294954222991
27.01299409687291,0.4400117207153679,0.2845494463264282,0.5954739951043077
30.94684602533855,0.5244860094068516,0.36191442335290713,0.6870575954607961
35.85243529637481,0.9084526376728177,0.6248702688824761,1.1920350064631593
