x,score,lower_bound,upper_bound
2.0,1.5812549238718956,1.307158219846725,1.855351627897066
2.5,-0.15807163600941143,-0.21726141081894884,-0.09888186119987402
3.5,-0.7585707863898112,-0.8621108774693746,-0.6550306953102478
4.5,1.1304816099990407,0.8552881277935882,1.4056750922044932
5.5,2.698490878659861,2.2217327982188277,3.175248959100894
6.5,3.9201265849448492,3.377011912737485,4.463241257152213
7.5,4.876995017127206,4.236769250114445,5.517220784139967
8.5,5.297761219461533,4.504606380257627,6.090916058665439
